physics_marks,math_marks,english_marks,total_score
61,97,82,240
31,74,56,161
62,54,60,176
59,40,73,172
62,58,61,181
55,63,59,177
51,43,47,141
95,53,92,240
67,88,45,200
75,68,64,207
44,55,91,190
73,72,38,183
78,65,91,234
90,68,68,226
96,90,80,266
35,45,39,119
38,88,81,207
35,35,41,111
61,85,91,237
70,37,32,139
37,56,40,133
79,56,37,172
91,75,52,218
91,70,39,200
36,54,47,137
33,47,68,148
35,41,55,131
87,80,40,207
51,68,39,158
55,39,32,126
32,83,91,206
70,58,90,218
89,70,33,192
43,38,90,171
41,92,37,170
41,66,42,149
42,43,41,126
54,68,64,186
74,69,83,226
48,83,80,211
84,32,72,188
74,84,95,253
37,62,44,143
82,48,78,208
84,63,63,210
61,79,68,208
80,76,55,211
73,75,98,246
99,85,77,261
47,86,80,213
51,80,33,164
66,83,56,205
85,57,71,213
88,48,85,221
32,56,98,186
57,77,47,181
64,48,90,202
90,80,33,203
83,36,30,149
92,58,79,229
36,72,99,207
78,98,49,225
60,87,49,196
87,37,75,199
90,71,56,217
53,71,55,179
49,42,61,152
66,55,39,160
33,47,41,121
49,71,53,173
89,80,80,249
53,45,67,165
79,32,75,186
78,74,37,189
80,51,84,215
65,52,60,177
95,88,45,228
63,91,49,203
65,97,67,229
35,83,44,162
68,86,63,217
71,52,48,171
87,89,98,274
41,84,92,217
32,92,61,185
47,85,66,198
69,84,95,248
50,54,36,140
44,55,77,176
55,78,40,173
37,92,60,189
71,74,73,218
73,68,74,215
43,94,85,222
31,98,61,190
66,85,50,201
98,38,60,196
67,99,30,196
70,57,40,167
91,74,97,262
89,55,65,209
43,57,88,188
31,69,96,196
99,44,85,228
46,35,80,161
57,56,58,171
95,67,31,193
64,97,35,196
34,93,60,187
94,59,83,236
69,32,69,170
85,91,46,222
65,41,34,140
74,59,31,164
52,67,87,206
76,89,41,206
60,67,34,161
40,44,89,173
39,47,70,156
96,81,49,226
43,58,30,131
39,89,85,213
30,50,99,179
34,46,85,165
49,47,83,179
37,86,40,163
72,66,32,170
30,89,57,176
86,67,34,187
93,41,45,179
57,30,60,147
66,87,57,210
76,32,36,144
66,92,38,196
78,50,68,196
73,52,72,197
85,38,56,179
57,84,62,203
35,48,85,168
90,91,31,212
49,68,43,160
31,56,42,129
66,75,53,194
49,63,98,210
55,62,63,180
58,79,48,185
30,49,59,138
64,69,78,211
99,87,72,258
88,60,45,193
98,67,81,246
62,74,78,214
80,70,40,190
41,38,76,155
49,38,64,151
82,92,58,232
72,51,83,206
79,45,52,176
58,61,53,172
86,95,39,220
68,43,90,201
85,67,37,189
72,37,77,186
79,50,58,187
52,85,55,192
73,75,66,214
67,72,81,220
52,75,67,194
74,77,35,186
81,99,37,217
79,60,46,185
37,62,91,190
30,73,63,166
37,37,48,122
58,31,99,188
34,46,66,146
76,81,67,224
63,74,44,181
94,66,69,229
84,71,38,193
72,73,82,227
59,67,99,225
46,35,95,176
55,97,81,233
37,80,30,147
76,64,59,199
75,87,30,192
97,86,68,251
62,35,45,142
30,42,46,118
48,88,51,187
60,59,60,179
43,31,69,143
82,87,56,225
77,65,65,207
98,74,33,205
91,38,98,227
95,94,54,243
93,79,59,231
99,61,76,236
92,72,41,205
62,83,56,201
70,76,74,220
77,43,92,212
42,77,84,203
60,84,59,203
97,58,43,198
33,76,85,194
48,92,48,188
99,48,55,202
42,38,67,147
52,66,98,216
30,81,65,176
83,86,47,216
44,57,86,187
94,65,52,211
44,93,43,180
50,47,98,195
48,64,51,163
89,97,57,243
62,68,72,202
78,37,47,162
64,44,65,173
73,36,36,145
40,46,52,138
95,93,63,251
75,41,50,166
38,85,99,222
32,75,76,183
55,76,82,213
77,45,70,192
95,98,61,254
99,31,43,173
57,83,46,186
55,56,54,165
54,60,93,207
41,70,77,188
34,65,64,163
77,76,66,219
66,72,84,222
73,94,46,213
44,79,57,180
72,30,30,132
77,86,82,245
99,45,84,228
75,57,90,222
72,51,42,165
50,70,76,196
52,48,93,193
76,79,61,216
44,88,57,189
54,98,82,234
65,63,60,188
80,68,37,185
44,36,54,134
97,81,62,240
50,89,97,236
42,81,36,159
48,53,95,196
63,55,75,193
97,39,34,170
81,46,46,173
56,31,81,168
58,56,41,155
57,77,91,225
64,38,64,166
37,52,91,180
45,56,50,151
65,72,95,232
59,36,82,177
47,92,50,189
31,73,44,148
78,68,52,198
33,69,60,162
36,36,83,155
68,99,84,251
42,54,55,151
60,88,82,230
92,42,95,229
85,91,68,244
71,37,36,144
90,74,68,232
71,47,61,179
85,89,55,229
65,89,58,212
97,31,54,182
36,95,85,216
83,43,60,186
30,77,95,202
73,85,31,189
74,41,76,191
76,84,58,218
42,57,78,177
51,33,61,145
50,65,59,174
38,79,44,161
55,32,91,178
38,30,46,114
44,46,51,141
39,91,59,189
71,77,45,193
53,91,81,225
78,98,37,213
55,48,93,196
66,63,68,197
97,78,60,235
79,76,41,196
53,79,62,194
48,55,87,190
89,85,41,215
68,43,54,165
47,54,67,168
48,33,77,158
65,61,84,210
84,94,32,210
98,90,98,286
76,49,64,189
78,39,80,197
62,63,56,181
50,90,66,206
51,56,45,152
77,69,54,200
66,94,62,222
44,62,91,197
64,97,46,207
61,38,72,171
40,45,59,144
39,34,70,143
86,52,33,171
54,72,95,221
31,86,89,206
93,80,38,211
64,42,60,166
36,53,98,187
47,40,53,140
96,81,53,230
71,46,74,191
68,66,66,200
70,42,87,199
53,91,52,196
89,37,64,190
75,85,92,252
48,99,35,182
97,73,35,205
71,89,59,219
61,70,30,161
68,50,92,210
65,71,37,173
65,58,57,180
32,94,62,188
37,46,82,165
99,59,67,225
70,55,81,206
97,82,40,219
42,48,31,121
78,82,82,242
89,46,97,232
31,75,36,142
89,82,96,267
34,93,38,165
73,74,92,239
56,78,40,174
61,48,66,175
50,94,43,187
37,66,48,151
79,99,37,215
96,55,36,187
73,31,88,192
87,88,92,267
32,34,36,102
99,66,84,249
31,60,32,123
73,77,96,246
31,35,47,113
64,44,74,182
59,44,65,168
37,90,45,172
51,45,58,154
73,49,88,210
87,73,47,207
65,71,78,214
98,75,75,248
60,63,58,181
76,93,99,268
84,58,79,221
91,32,84,207
59,38,56,153
84,54,36,174
45,71,70,186
41,75,40,156
46,88,34,168
45,50,95,190
41,51,85,177
37,58,41,136
32,92,71,195
45,90,39,174
59,93,57,209
52,98,36,186
34,69,43,146
94,30,98,222
59,94,90,243
50,91,80,221
99,83,71,253
51,89,37,177
61,75,79,215
62,34,30,126
45,51,98,194
67,82,40,189
43,99,77,219
65,61,39,165
52,40,44,136
95,39,76,210
31,68,54,153
94,60,35,189
96,41,40,177
81,67,46,194
91,96,44,231
52,95,45,192
55,81,85,221
97,34,95,226
84,40,65,189
35,54,67,156
64,64,32,160
51,64,47,162
72,51,83,206
44,66,46,156
89,84,42,215
41,93,92,226
78,49,43,170
71,33,88,192
67,47,65,179
74,80,47,201
64,97,34,195
59,49,43,151
59,38,54,151
35,55,73,163
96,54,68,218
36,97,41,174
81,70,90,241
43,88,91,222
44,74,82,200
50,70,82,202
64,67,57,188
95,48,64,207
31,43,94,168
64,50,32,146
49,44,72,165
39,32,79,150
54,66,38,158
95,75,65,235
54,45,52,151
83,43,79,205
62,38,84,184
65,36,41,142
43,43,61,147
94,35,53,182
83,44,96,223
81,81,56,218
32,63,90,185
70,30,48,148
35,98,80,213
54,49,93,196
42,36,31,109
37,36,65,138
50,79,40,169
97,31,97,225
54,76,97,227
97,43,93,233
74,60,30,164
89,79,55,223
41,90,40,171
61,70,31,162
42,43,69,154
60,34,33,127
49,34,66,149
47,93,90,230
89,58,34,181
92,34,44,170
35,65,96,196
61,48,55,164
72,93,35,200
31,51,73,155
89,63,87,239
52,85,75,212
60,46,71,177
34,85,77,196
63,46,56,165
39,47,49,135
31,74,99,204
40,85,64,189
79,79,77,235
60,87,96,243
85,47,97,229
38,36,81,155
50,39,97,186
57,98,33,188
91,32,68,191
36,73,50,159
45,99,95,239
33,43,45,121
33,33,36,102
69,47,38,154
46,81,46,173
81,67,41,189
81,49,86,216
65,73,74,212
67,80,40,187
79,48,42,169
92,97,60,249
92,95,55,242
91,42,92,225
36,91,60,187
56,90,51,197
43,59,35,137
34,59,49,142
84,80,39,203
31,77,64,172
91,62,55,208
50,48,66,164
50,86,37,173
39,48,34,121
87,70,73,230
68,71,96,235
34,81,78,193
94,33,65,192
42,33,55,130
82,34,74,190
74,70,90,234
61,90,73,224
65,84,33,182
89,42,87,218
40,43,55,138
92,89,58,239
50,54,38,142
81,73,65,219
84,39,33,156
55,79,88,222
97,73,66,236
63,43,42,148
81,44,49,174
81,45,46,172
58,31,80,169
67,59,84,210
71,59,62,192
50,60,50,160
71,49,51,171
42,78,54,174
93,64,96,253
46,52,41,139
38,90,44,172
70,84,31,185
30,96,33,159
31,37,74,142
89,69,42,200
77,88,84,249
58,61,61,180
39,36,51,126
87,31,84,202
89,35,46,170
50,65,99,214
57,61,80,198
63,74,37,174
37,71,90,198
88,82,39,209
78,38,48,164
46,78,43,167
89,31,96,216
74,96,84,254
98,40,90,228
61,79,85,225
73,64,92,229
94,44,40,178
37,60,76,173
72,91,35,198
30,57,63,150
80,54,94,228
53,54,93,200
53,30,95,178
46,88,60,194
34,98,91,223
49,71,83,203
50,63,37,150
87,95,71,253
60,47,70,177
40,34,88,162
81,49,69,199
44,95,51,190
36,91,53,180
57,61,67,185
80,87,31,198
87,79,70,236
34,67,48,149
34,84,31,149
37,57,91,185
93,51,45,189
39,72,51,162
67,65,43,175
37,81,85,203
54,65,94,213
95,57,74,226
79,87,83,249
96,65,95,256
78,99,75,252
65,38,62,165
97,50,79,226
70,93,51,214
91,90,69,250
39,69,68,176
50,85,70,205
65,33,97,195
41,60,36,137
31,56,33,120
42,87,88,217
82,54,55,191
61,98,60,219
45,99,98,242
61,34,81,176
61,37,50,148
40,38,45,123
39,44,80,163
44,36,45,125
46,44,47,137
69,66,76,211
47,68,85,200
84,35,57,176
54,86,85,225
88,48,66,202
51,92,45,188
59,60,94,213
73,39,89,201
61,96,90,247
80,91,40,211
75,32,95,202
50,47,61,158
61,54,48,163
68,49,85,202
41,87,34,162
76,79,32,187
47,39,57,143
50,50,58,158
42,58,88,188
50,39,54,143
37,42,51,130
75,76,52,203
36,52,99,187
52,79,69,200
51,33,43,127
51,96,58,205
58,82,45,185
42,31,39,112
31,97,76,204
58,94,33,185
81,86,41,208
56,99,71,226
79,36,33,148
52,48,35,135
73,73,43,189
51,92,64,207
72,94,76,242
66,68,87,221
90,55,94,239
85,73,48,206
32,41,86,159
92,51,94,237
48,43,42,133
52,59,37,148
58,73,47,178
59,67,64,190
68,88,55,211
54,71,67,192
37,81,95,213
87,92,55,234
45,90,86,221
30,63,54,147
34,68,59,161
32,70,36,138
94,66,56,216
33,94,40,167
93,61,37,191
39,37,40,116
50,47,59,156
75,74,44,193
56,62,85,203
95,34,64,193
70,65,68,203
42,52,53,147
38,69,37,144
65,34,72,171
87,63,71,221
83,53,70,206
41,46,76,163
43,51,55,149
63,44,81,188
82,44,51,177
49,54,34,137
45,82,44,171
99,50,65,214
85,95,92,272
87,61,78,226
33,50,84,167
33,97,89,219
49,73,86,208
39,95,58,192
53,43,48,144
55,44,39,138
66,49,39,154
83,63,86,232
50,65,83,198
67,38,85,190
75,59,97,231
33,92,98,223
89,64,84,237
86,42,98,226
74,75,30,179
49,85,41,175
46,38,64,148
33,65,62,160
43,32,54,129
32,48,45,125
87,57,37,181
84,52,64,200
33,36,75,144
53,43,40,136
63,75,90,228
59,44,73,176
48,96,40,184
60,44,40,144
89,80,51,220
89,37,91,217
48,98,77,223
78,91,92,261
92,80,80,252
51,92,74,217
53,97,62,212
59,45,89,193
87,53,31,171
60,35,42,137
93,86,95,274
48,60,86,194
77,35,72,184
74,58,74,206
84,96,60,240
84,32,39,155
47,57,52,156
92,77,58,227
76,39,60,175
86,62,47,195
74,96,40,210
62,98,76,236
46,41,32,119
99,86,31,216
33,73,83,189
49,42,60,151
76,53,37,166
44,73,72,189
99,86,77,262
76,45,31,152
38,50,51,139
45,80,34,159
98,50,36,184
90,89,49,228
39,80,31,150
79,50,61,190
32,35,32,99
99,94,70,263
80,87,71,238
48,35,74,157
71,94,46,211
64,63,76,203
75,85,98,258
55,32,53,140
98,71,63,232
93,91,79,263
66,35,71,172
78,35,62,175
50,92,56,198
93,49,88,230
34,50,48,132
99,31,32,162
33,85,54,172
68,39,44,151
64,99,89,252
30,52,52,134
53,59,40,152
86,66,88,240
99,84,63,246
70,78,36,184
83,63,73,219
75,73,93,241
89,51,52,192
89,60,87,236
86,36,49,171
60,50,56,166
53,45,89,187
65,49,37,151
59,72,96,227
53,73,31,157
59,76,51,186
36,48,99,183
64,77,65,206
84,98,53,235
43,40,41,124
39,58,51,148
45,74,52,171
83,97,92,272
99,65,59,223
73,77,48,198
74,44,55,173
85,73,40,198
86,96,49,231
50,69,85,204
97,43,74,214
79,92,97,268
62,80,76,218
36,87,87,210
99,44,39,182
44,94,51,189
61,84,53,198
49,39,95,183
44,71,90,205
77,40,36,153
50,45,67,162
71,48,50,169
55,60,37,152
43,82,57,182
86,37,83,206
66,53,60,179
87,37,70,194
50,77,66,193
98,59,67,224
32,87,80,199
66,84,66,216
78,91,60,229
48,77,91,216
41,33,47,121
90,66,35,191
70,37,38,145
62,30,40,132
79,99,31,209
97,76,58,231
62,34,80,176
53,79,98,230
90,53,52,195
90,76,36,202
57,47,85,189
87,57,91,235
72,34,44,150
70,59,82,211
68,30,72,170
78,75,64,217
46,98,43,187
99,60,98,257
99,99,78,276
94,85,47,226
34,57,80,171
31,45,30,106
51,83,56,190
86,82,93,261
95,41,89,225
45,49,70,164
80,63,50,193
68,82,43,193
69,93,49,211
67,52,40,159
89,56,95,240
88,46,53,187
39,77,66,182
93,50,53,196
92,79,44,215
78,69,41,188
93,32,93,218
61,46,60,167
36,90,82,208
50,79,73,202
49,35,59,143
55,57,64,176
97,84,50,231
44,87,92,223
43,74,46,163
56,48,41,145
69,58,47,174
87,52,89,228
57,61,96,214
55,39,44,138
92,78,45,215
95,94,51,240
54,58,92,204
32,88,60,180
73,74,30,177
71,96,35,202
35,80,38,153
68,40,81,189
81,35,91,207
52,96,87,235
79,91,48,218
72,34,42,148
48,38,61,147
98,57,38,193
80,67,78,225
40,72,66,178
41,50,60,151
37,91,60,188
53,75,88,216
70,99,84,253
65,67,48,180
84,78,92,254
38,68,31,137
76,59,74,209
44,50,72,166
77,30,30,137
71,61,90,222
89,37,32,158
99,98,73,270
41,59,36,136
31,37,62,130
36,48,38,122
32,88,59,179
32,84,47,163
56,59,85,200
69,65,60,194
62,84,92,238
30,73,79,182
37,56,30,123
61,83,48,192
77,77,93,247
33,59,82,174
99,68,35,202
48,42,46,136
61,45,75,181
38,73,84,195
41,56,35,132
40,74,99,213
75,64,97,236
45,57,69,171
30,36,95,161
92,91,38,221
50,80,40,170
59,75,49,183
42,49,72,163
63,67,87,217
33,90,55,178
57,61,67,185
88,55,65,208
56,87,84,227
98,68,35,201
54,49,32,135
32,79,94,205
97,81,93,271
54,51,87,192
49,82,87,218
63,95,47,205
55,72,52,179
34,52,58,144
90,93,52,235
38,38,65,141
79,36,99,214
35,70,35,140
89,83,63,235
73,94,73,240
40,31,73,144
95,33,56,184
76,61,81,218
32,31,71,134
59,93,54,206
50,43,68,161
57,49,68,174
91,78,41,210
62,37,40,139
64,92,32,188
81,75,51,207
63,50,33,146
70,61,37,168
80,37,43,160
76,45,43,164
87,69,45,201
86,56,61,203
52,47,93,192
77,64,45,186
51,81,81,213
46,44,48,138
98,92,98,288
40,82,41,163
44,95,34,173
64,60,71,195
62,90,46,198
45,93,39,177
63,63,45,171
95,84,45,224
69,88,71,228
57,32,32,121
76,46,52,174
68,75,57,200
99,67,74,240
49,64,97,210
30,30,53,113
92,58,48,198
96,33,69,198
33,90,75,198
87,46,69,202
54,57,91,202
76,79,47,202
67,37,41,145
44,63,43,150
92,88,90,270
50,47,41,138
86,88,56,230
82,56,35,173
75,45,62,182
43,39,79,161
46,51,41,138
68,45,86,199
38,41,82,161
35,80,42,157
52,30,32,114
88,56,93,237
75,96,87,258
67,41,33,141
43,59,74,176
91,38,95,224
64,82,65,211
48,90,52,190
59,83,48,190
54,66,69,189
69,94,45,208
43,71,87,201
55,78,47,180
51,33,65,149
77,93,53,223
80,80,30,190
32,89,30,151
71,60,93,224
48,87,91,226
57,33,65,155
74,51,47,172
92,32,45,169
48,76,46,170
76,67,53,196
43,62,97,202
67,77,31,175
82,94,39,215
90,55,82,227
65,37,80,182
69,79,98,246
59,67,43,169
38,39,95,172
93,71,82,246
62,66,93,221
81,55,78,214
43,41,91,175
82,78,66,226
88,43,78,209
70,75,97,242
97,64,62,223
97,58,51,206
37,41,99,177
31,73,62,166
70,95,57,222
84,31,33,148
45,88,95,228
91,46,78,215
77,39,40,156
59,47,64,170
41,51,68,160
64,87,39,190
40,82,98,220
93,30,52,175
79,90,63,232
50,60,61,171
98,60,45,203
77,95,97,269
49,48,83,180
96,82,57,235
73,51,89,213
62,52,89,203
90,44,73,207
38,55,31,124
97,32,52,181
64,49,75,188
94,69,83,246
37,68,38,143
74,47,99,220
76,70,73,219
69,99,41,209
83,56,61,200
75,44,63,182
76,66,62,204
44,87,93,224
48,34,77,159
55,36,45,136
81,70,79,230
51,39,52,142
50,91,55,196
80,55,83,218
67,97,73,237
49,53,66,168
58,70,38,166
80,94,42,216
33,46,89,168
84,53,31,168
57,56,89,202
33,36,86,155
51,41,72,164
74,32,48,154
96,39,40,175
95,62,76,233
63,75,92,230
84,88,36,208
30,81,60,171
67,35,84,186
35,31,54,120
54,58,59,171
46,69,65,180
90,90,79,259
41,97,43,181
35,97,58,190
56,58,56,170
37,91,79,207
94,89,65,248
86,70,63,219
69,94,50,213
43,93,67,203
64,92,79,235
77,77,66,220
85,49,48,182
78,66,30,174
42,93,69,204
90,34,84,208
78,63,55,196
75,68,72,215
91,96,88,275
37,91,80,208
72,53,44,169
49,32,37,118
68,96,43,207
78,79,36,193
93,58,47,198
91,61,41,193
83,68,31,182
38,38,79,155
66,43,50,159
78,97,36,211
70,93,41,204
46,49,86,181
50,57,52,159
80,43,59,182
88,73,87,248
68,68,81,217
84,57,85,226
70,93,39,202
68,61,48,177
42,38,48,128
93,57,88,238
40,46,73,159
48,84,88,220
40,39,33,112
75,35,94,204
74,77,42,193
30,96,96,222
69,70,41,180
48,89,84,221
90,71,90,251
41,57,70,168
90,42,65,197
62,44,31,137
74,65,51,190
98,44,51,193
37,85,70,192
54,33,43,130
75,81,64,220
59,39,79,177
76,74,38,188
78,58,88,224
76,82,85,243
47,58,39,144
95,52,54,201
97,86,74,257
62,79,40,181
65,50,38,153
48,72,36,156
57,39,63,159
69,59,49,177
44,80,34,158
70,62,84,216
68,47,44,159
31,51,77,159
92,93,33,218
58,50,50,158
95,30,38,163
80,44,95,219
39,65,64,168
43,76,80,199
80,83,66,229
68,61,35,164
57,87,80,224
32,75,95,202
99,83,46,228
56,62,94,212
31,68,38,137
67,52,42,161
32,72,87,191
45,84,59,188
69,31,60,160
31,95,52,178
70,67,92,229
41,58,57,156
64,96,88,248
94,65,39,198
84,58,55,197
74,66,46,186
91,74,69,234
78,45,97,220
54,60,52,166
52,63,64,179
53,79,38,170
67,94,74,235
57,91,66,214
50,72,98,220
83,85,48,216
47,44,56,147
65,77,42,184
74,78,86,238
82,73,89,244
59,39,41,139
89,49,38,176
61,99,56,216
96,37,92,225
96,74,58,228
57,63,51,171
73,80,48,201
70,33,67,170
92,68,68,228
52,53,44,149
77,84,83,244
61,55,61,177
86,54,75,215
62,65,90,217
53,87,81,221
68,41,63,172
63,30,64,157
85,79,99,263
57,54,66,177
66,34,90,190
36,97,78,211
97,35,38,170
66,55,48,169
85,84,57,226
94,68,55,217
94,38,67,199
76,74,69,219
49,43,54,146
48,84,98,230
58,38,52,148
89,44,94,227
47,66,51,164
64,79,93,236
72,50,97,219
40,86,87,213
78,48,57,183
67,87,97,251
93,35,33,161
98,33,30,161
37,72,55,164
63,71,62,196
77,32,56,165
85,30,71,186
94,84,98,276
60,44,93,197
33,76,54,163
79,75,33,187
98,87,41,226
59,68,87,214
88,32,40,160
96,59,88,243
74,64,65,203
33,86,51,170
55,58,94,207
56,79,79,214
75,91,33,199
93,81,81,255
80,43,72,195
79,64,75,218
35,57,33,125
88,87,42,217
44,59,67,170
59,36,74,169
71,68,54,193
66,98,96,260
71,64,84,219
64,81,68,213
35,43,94,172
97,92,31,220
47,65,98,210
58,53,91,202
88,69,75,232
76,58,60,194
46,82,64,192
51,51,74,176
97,44,83,224
98,98,98,294
66,93,58,217
78,33,37,148
42,47,83,172
63,71,36,170
82,59,52,193
80,44,61,185
32,99,91,222
71,84,74,229
61,82,97,240
80,45,59,184
75,63,68,206
50,56,34,140
73,42,96,211
40,56,51,147
97,98,57,252
30,60,51,141
92,32,58,182
53,59,72,184
42,50,71,163
40,35,89,164
80,61,97,238
46,71,88,205
53,91,35,179
48,61,57,166
66,68,60,194
37,93,68,198
57,59,79,195
34,92,66,192
46,60,44,150
65,69,80,214
48,62,99,209
93,92,52,237
40,54,54,148
83,65,75,223
74,53,52,179
76,87,39,202
41,68,61,170
50,75,80,205
40,39,70,149
34,61,94,189
85,65,94,244
49,57,69,175
70,45,47,162
75,45,65,185
41,47,60,148
99,37,83,219
46,99,92,237
48,30,30,108
55,91,81,227
77,67,86,230
81,74,38,193
99,87,85,271
84,30,76,190
62,61,32,155
91,37,31,159
52,69,83,204
44,85,66,195
56,92,85,233
93,65,60,218
80,86,41,207
82,74,87,243
80,31,96,207
76,97,55,228
33,79,41,153
36,58,45,139
64,39,82,185
77,56,78,211
74,44,78,196
48,89,36,173
92,60,44,196
67,50,65,182
96,89,44,229
88,87,91,266
98,70,47,215
42,75,75,192
76,74,90,240
90,55,72,217
60,80,73,213
51,65,95,211
72,81,84,237
96,80,68,244
83,32,34,149
39,43,86,168
71,78,44,193
93,30,45,168
50,86,86,222
95,46,54,195
70,79,51,200
53,43,60,156
64,88,63,215
85,32,45,162
59,69,99,227
86,95,88,269
76,63,44,183
64,38,42,144
48,50,53,151
37,54,42,133
55,73,94,222
59,54,65,178
36,38,78,152
96,91,77,264
94,55,72,221
65,86,35,186
54,66,97,217
66,45,43,154
30,66,59,155
44,53,37,134
66,55,83,204
42,49,95,186
37,38,33,108
34,58,89,181
89,60,82,231
30,48,44,122
65,49,30,144
64,56,51,171
95,73,44,212
92,64,51,207
52,51,79,182
38,44,77,159
63,42,80,185
75,33,46,154
33,85,80,198
59,52,66,177
32,63,78,173
43,46,88,177
89,57,39,185
74,43,59,176
63,63,50,176
74,86,63,223
90,84,79,253
